車款名稱,成本底價,備註
SPORTSVAN SPORTSVAN280TSI (2016),182000,"里程: 83,986KM, 評價: A, 來源: PDF"
TRANSPORTER 2.0 TDI (2014),410702,"里程: 410,702KM, 評價: B, 來源: PDF"
L 2.0 TDI (2015),268311,"里程: 268,311KM, 評價: A, 來源: PDF"
L 2.0 TDI (2016),348582,"里程: 348,582KM, 評價: B, 來源: PDF"
L 2.0 TDI (2018),340405,"里程: 340,405KM, 評價: B, 來源: PDF"
MULTIVAN 2.0 TDI (2018),1099000,"里程: 78,723KM, 評價: A, 來源: PDF"
MULTIVAN 2.0 TDI (2019),750000,"里程: 130,396KM, 評價: A, 來源: PDF"
L 2.0 TDI (2022),953000,"里程: 96,849KM, 評價: B, 來源: PDF"
L 2.0 TDI (2022),700000,"里程: 202,888KM, 評價: B, 來源: PDF"
T-CROSS T-CROSS TSI (2020),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
T-CROSS T-CROSS TSI (2020),302000,"里程: 29,508KM, 評價: A, 來源: PDF"
T-CROSS T-CROSS TSI (2020),351000,"里程: 36,741KM, 評價: A, 來源: PDF"
TIGUAN . TSI (2011),167796,"里程: 167,796KM, 評價: B, 來源: PDF"
TIGUAN . TSI (2011),137138,"里程: 137,138KM, 評價: A, 來源: PDF"
TIGUAN TIGUAN 1.4TSI (2013),103353,"里程: 103,353KM, 評價: B, 來源: PDF"
TIGUAN TIGUAN 1.4TSI (2014),144050,"里程: 144,050KM, 評價: B, 來源: PDF"
TIGUAN TIGUAN 1.4TSI (2014),142238,"里程: 142,238KM, 評價: A, 來源: PDF"
TIGUAN 1.4 TSI (2015),138000,"里程: 101,208KM, 評價: A, 來源: PDF"
TIGUAN 1.4 TSI (2015),154071,"里程: 154,071KM, 評價: B+, 來源: PDF"
TIGUAN TIGUAN TSI (2016),200000,"里程: 146,782KM, 評價: A, 來源: PDF"
TIGUAN TIGUAN TSI (2017),320000,"里程: 74,673KM, 評價: A, 來源: PDF"
TIGUAN TIGUAN TSI (2017),300000,"里程: 91,222KM, 評價: B, 來源: PDF"
 (2025),202511,"里程: Unknown, 評價: , 來源: PDF"
TIGUAN TIGUAN TSI (2019),620000,"里程: 98,866KM, 評價: A, 來源: PDF"
TIGUAN TIGUAN TSI (2019),307000,"里程: 154,232KM, 評價: B, 來源: PDF"
TIGUAN TIGUAN TSI (2020),309000,"里程: 120,633KM, 評價: B+, 來源: PDF"
TIGUAN TIGUAN TSI (2020),459000,"里程: 69,158KM, 評價: B, 來源: PDF"
TIGUAN TIGUAN TSI (2020),708000,"里程: 25,303KM, 評價: A, 來源: PDF"
TIGUAN TIGUAN TSI (2021),577000,"里程: 36,031KM, 評價: A+, 來源: PDF"
TIGUAN TIGUAN TSI (2021),625000,"里程: 70,590KM, 評價: A, 來源: PDF"
TIGUAN TIGUAN R (2021),1023000,"里程: 75,380KM, 評價: A, 來源: PDF"
TIGUAN TIGUAN TSI (2024),961000,"里程: 3,045KM, 評價: A, 來源: PDF"
TOURAN TOURAN1.6TDI (2012),9999999,"里程: 9,999,999KM, 評價: A, 來源: PDF"
TOURAN 1.6 TDI (2012),163726,"里程: 163,726KM, 評價: B, 來源: PDF"
TOURAN TOURAN TSI (2016),159000,"里程: 139,455KM, 評價: B, 來源: PDF"
TOURAN TOURAN TSI (2017),164000,"里程: 157,503KM, 評價: B+, 來源: PDF"
TOURAN TOURAN TSI (2019),230700,"里程: 230,700KM, 評價: C, 來源: PDF"
TOURAN TOURAN TSI (2020),330000,"里程: 100,203KM, 評價: B+, 來源: PDF"
TOURAN TOURAN TSI (2022),635000,"里程: 51,325KM, 評價: A, 來源: PDF"
TOURAN TOURAN TSI (2024),833000,"里程: 1,184KM, 評價: A+, 來源: PDF"
T-ROC T-ROC TSI (2020),510000,"里程: 63,579KM, 評價: A, 來源: PDF"
T-ROC T-ROC TSI (2021),470000,"里程: 60,966KM, 評價: A, 來源: PDF"
T-ROC T-ROC TSI (2023),699000,"里程: 27,102KM, 評價: A, 來源: PDF"
POLO NB 1.6 (2015),50000,"里程: 45,314KM, 評價: B, 來源: PDF"
C40 TWIN MOTOR (2023),1254000,"里程: 22,616KM, 評價: A, 來源: PDF"
C40 TWIN MOTOR (2023),1205000,"里程: 17,347KM, 評價: A, 來源: PDF"
C40 TWIN MOTOR (2023),1273000,"里程: 18,403KM, 評價: A, 來源: PDF"
C40 TWIN MOTOR (2024),1170000,"里程: 7,378KM, 評價: B, 來源: PDF"
EC40 EC40 TWIN (2024),1620000,"里程: 1,758KM, 評價: A+, 來源: PDF"
EX40 EX40 TWIN (2024),1530000,"里程: 2,425KM, 評價: A+, 來源: PDF"
S60 T4 TURBO (2014),130000,"里程: 89,221KM, 評價: B, 來源: PDF"
S60 T5 TURBO (2016),265000,"里程: 59,150KM, 評價: B, 來源: PDF"
S60 S60 B4 (2021),675000,"里程: 38,798KM, 評價: B+, 來源: PDF"
S60 S60 B4 (2023),870000,"里程: 20,760KM, 評價: A, 來源: PDF"
S90 S90 D4 (2018),325000,"里程: 260,762KM, 評價: B, 來源: PDF"
S90 S90 B4 (2022),1202000,"里程: 29,098KM, 評價: A, 來源: PDF"
S90 RECHARGE T8 (2022),1200000,"里程: 19,623KM, 評價: B, 來源: PDF"
S90 S90 B4 (2022),1212000,"里程: 18,133KM, 評價: A, 來源: PDF"
V40 V40T3 (2016),213000,"里程: 139,566KM, 評價: A, 來源: PDF"
V40 XC D4 (2016),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
V40 T5 TURBO (2017),376000,"里程: 73,165KM, 評價: A, 來源: PDF"
V40 V40 T3 (2018),370000,"里程: 85,489KM, 評價: A, 來源: PDF"
V60 D4 TURBO (2015),173575,"里程: 173,575KM, 評價: A, 來源: PDF"
V60 V60D4 (2016),239486,"里程: 239,486KM, 評價: B, 來源: PDF"
V60 V60 D3 (2018),300000,"里程: 95,085KM, 評價: A, 來源: PDF"
V60 V60 B4 (2023),1020000,"里程: 30,033KM, 評價: A, 來源: PDF"
V60 V60 B4 (2023),1482000,"里程: 13,134KM, 評價: A, 來源: PDF"
V60 V60 B4 (2023),1385000,"里程: 3,411KM, 評價: A, 來源: PDF"
V60 V60 B4 (2023),1182000,"里程: 22,095KM, 評價: B+, 來源: PDF"
V60 RECHARGE T8 (2023),1562000,"里程: 5,776KM, 評價: A+, 來源: PDF"
V60 V60 B4 (2023),1206000,"里程: 19,626KM, 評價: A, 來源: PDF"
V60 V60 B4 (2023),1270000,"里程: 15,042KM, 評價: A, 來源: PDF"
V60 V60 B4 (2024),1350000,"里程: 3,280KM, 評價: A, 來源: PDF"
V60 V60 B4 (2024),1353000,"里程: 3,154KM, 評價: A+, 來源: PDF"
CC B5 AWD (2023),1516000,"里程: 26,853KM, 評價: A, 來源: PDF"
CC B5 AWD (2023),1531000,"里程: 25,519KM, 評價: A, 來源: PDF"
CC B5 AWD (2023),1540000,"里程: 21,343KM, 評價: A, 來源: PDF"
CC B5 AWD (2023),1538000,"里程: 28,840KM, 評價: A, 來源: PDF"
XC40 XC40 T4 (2018),420000,"里程: 101,856KM, 評價: B+, 來源: PDF"
XC40 XC40 T4 (2019),661000,"里程: 17,132KM, 評價: B+, 來源: PDF"
XC40 XC40 T3 (2020),637000,"里程: 75,324KM, 評價: A, 來源: PDF"
XC40 B5 AWD (2021),862000,"里程: 51,603KM, 評價: A, 來源: PDF"
XC40 XC40 B4 (2021),780000,"里程: 65,979KM, 評價: A, 來源: PDF"
XC40 XC40 B4 (2021),720000,"里程: 48,627KM, 評價: A, 來源: PDF"
XC40 XC40 P8 (2021),851000,"里程: 27,745KM, 評價: A, 來源: PDF"
XC40 B5 AWD (2022),1035000,"里程: 50,968KM, 評價: A, 來源: PDF"
XC40 XC40 T2 (2022),700000,"里程: 32,610KM, 評價: B, 來源: PDF"
XC40 XC40 B4 (2022),705000,"里程: 87,698KM, 評價: A, 來源: PDF"
XC40 XC40 P8 (2023),1052000,"里程: 30,600KM, 評價: A, 來源: PDF"
XC40 TWIN MOTOR (2023),1266000,"里程: 20,665KM, 評價: A+, 來源: PDF"
XC40 TWIN MOTOR (2023),1250000,"里程: 33,090KM, 評價: A, 來源: PDF"
D5 TURBO AWD (2009),232635,"里程: 232,635KM, 評價: A, 來源: PDF"
XC60 XC60D4TURBO (2013),173000,"里程: 129,841KM, 評價: A, 來源: PDF"
XC60 T5 TURBO (2013),145000,"里程: 109,846KM, 評價: B, 來源: PDF"
XC60 T5 TURBO (2014),246000,"里程: 90,065KM, 評價: A, 來源: PDF"
XC60 T5 TURBO (2014),210000,"里程: 131,293KM, 評價: A, 來源: PDF"
XC60 T5 TURBO (2016),217000,"里程: 50,402KM, 評價: C, 來源: PDF"
XC60 XC60T5TURBO (2017),379000,"里程: 164,225KM, 評價: A, 來源: PDF"
XC60 T5 TURBO (2017),390000,"里程: 42,126KM, 評價: A, 來源: PDF"
XC60 XC60 T8 (2018),672000,"里程: 154,125KM, 評價: A, 來源: PDF"
XC60 XC60 B4 (2020),870000,"里程: 86,894KM, 評價: A, 來源: PDF"
XC60 T8 TWEN (2020),900000,"里程: 62,679KM, 評價: B+, 來源: PDF"
XC60 XC60 B4 (2021),885000,"里程: 77,821KM, 評價: A, 來源: PDF"
XC60 RECHARGE T8 (2022),1353000,"里程: 48,012KM, 評價: A, 來源: PDF"
XC60 RECHARGE T8 (2022),1250000,"里程: 55,798KM, 評價: B+, 來源: PDF"
XC60 RECHARGE T8 (2022),1150000,"里程: 49,385KM, 評價: B, 來源: PDF"
XC60 RECHARGE T8 (2023),1500000,"里程: 9,626KM, 評價: A, 來源: PDF"
XC60 B5 AWD (2023),1317000,"里程: 28,699KM, 評價: A, 來源: PDF"
XC60 B5 AWD (2023),1290000,"里程: 23,506KM, 評價: A, 來源: PDF"
XC60 RECHARGE T8 (2023),1510000,"里程: 19,520KM, 評價: A, 來源: PDF"
XC60 RECHARGE T8 (2023),1442000,"里程: 19,225KM, 評價: A, 來源: PDF"
XC60 B5 AWD (2023),1300000,"里程: 14,296KM, 評價: B+, 來源: PDF"
 (2025),202511,"里程: Unknown, 評價: , 來源: PDF"
XC60 POLESTAR T8 (2024),2524000,"里程: 6,364KM, 評價: A+, 來源: PDF"
XC90 XC90 D4 (2016),479000,"里程: 170,886KM, 評價: A, 來源: PDF"
XC90 D5 AWD (2018),654000,"里程: 166,341KM, 評價: A, 來源: PDF"
XC90 B5 AWD (2020),1174000,"里程: 21,866KM, 評價: A, 來源: PDF"
XC90 T8 TWEN (2020),1264000,"里程: 63,551KM, 評價: A, 來源: PDF"
XC90 B5 AWD (2021),1186000,"里程: 81,507KM, 評價: B, 來源: PDF"
XC90 B5 AWD (2021),1040000,"里程: 82,394KM, 評價: B, 來源: PDF"
XC90 B5 AWD (2021),1313000,"里程: 54,668KM, 評價: B+, 來源: PDF"
XC90 RECHARGE T8 (2022),1709000,"里程: 51,455KM, 評價: A, 來源: PDF"
XC90 RECHARGE T8 (2023),2210000,"里程: 20,139KM, 評價: A, 來源: PDF"
XC90 B5 AWD (2023),2081000,"里程: 3,337KM, 評價: A, 來源: PDF"
XC90 RECHARGE T8 (2023),2400000,"里程: 10,072KM, 評價: A+, 來源: PDF"
XC90 B5 AWD (2024),1630000,"里程: 25,609KM, 評價: A, 來源: PDF"
AUGUR GQV155 (2022),999999,"里程: 999,999KM, 評價: N, 來源: PDF"
AXIS Z LTS125N (2018),54822,"里程: 54,822KM, 評價: N, 來源: PDF"
AXIS Z LTS125NA (2018),36215,"里程: 36,215KM, 評價: N, 來源: PDF"
AXIS Z LTS125N (2018),24676,"里程: 24,676KM, 評價: N, 來源: PDF"
AXIS Z LTS125N (2018),55522,"里程: 55,522KM, 評價: N, 來源: PDF"
AXIS Z LTS125N (2019),65395,"里程: 65,395KM, 評價: N, 來源: PDF"
AXIS Z LTS125N (2020),16000,"里程: 7,253KM, 評價: N, 來源: PDF"
AXIS Z LTS125NA (2020),23152,"里程: 23,152KM, 評價: N, 來源: PDF"
BWS YW125ML (2018),64416,"里程: 64,416KM, 評價: N, 來源: PDF"
BWS YW125MS (2018),32266,"里程: 32,266KM, 評價: N, 來源: PDF"
CUXI XC115M (2018),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
CUXI XC115M (2020),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
CYGNUS-X NXC125RA (2018),999999,"里程: 999,999KM, 評價: N, 來源: PDF"
CYGNUS-X NXC125S (2020),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
CYGNUS-X GQR125AD (2022),33000,"里程: 23,351KM, 評價: N, 來源: PDF"
FORCE XC155R (2018),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
FORCE XC155R (2019),46599,"里程: 46,599KM, 評價: N, 來源: PDF"
FORCE XC155R (2019),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
FORCE XC155R (2020),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
FORCE XC155R (2020),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
GRYPHUS GQR125C (2020),59750,"里程: 21,600KM, 評價: N, 來源: PDF"
GRYPHUS GQR125AD (2021),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
GRYPHUS GQR125AD (2022),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
JOG LSA125 (2020),20779,"里程: 20,779KM, 評價: N, 來源: PDF"
JOG LSA125 (2022),21000,"里程: 9,230KM, 評價: N, 來源: PDF"
MT-07 ABS MT07A (2015),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
R15 R15 (2021),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
R15 R15 YZF155-A (2021),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
R15 R15 (2021),28647,"里程: 28,647KM, 評價: N, 來源: PDF"
RS NEO LSR125MA (2022),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
VINOORA LSF125 (2022),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
A1 A1 (2013),135672,"里程: 135,672KM, 評價: C, 來源: PDF"
A1 A1 (2014),191272,"里程: 191,272KM, 評價: B, 來源: PDF"
A3 . 4T (2013),155554,"里程: 155,554KM, 評價: B, 來源: PDF"
A3 A3 TFSI (2015),186772,"里程: 186,772KM, 評價: A, 來源: PDF"
A3 A3 TFSI (2015),215000,"里程: 138,408KM, 評價: B+, 來源: PDF"
A3 A330TFSI (2015),191000,"里程: 135,200KM, 評價: A, 來源: PDF"
A3 A330TFSI (2016),175000,"里程: 152,520KM, 評價: B+, 來源: PDF"
A3 A3 TFSI (2016),215654,"里程: 215,654KM, 評價: B, 來源: PDF"
A3 A3 TFSI (2019),491000,"里程: 86,701KM, 評價: A, 來源: PDF"
A3 A3 TFSI (2019),300000,"里程: 132,170KM, 評價: B, 來源: PDF"
A3 SPORTBACK TFSI (2021),627000,"里程: 98,592KM, 評價: A, 來源: PDF"
A4 AVANT 1.8T (2012),247101,"里程: 247,101KM, 評價: A, 來源: PDF"
A4 AVANT 1.8T (2013),160000,"里程: 145,104KM, 評價: B, 來源: PDF"
A4 AVANT 1.8T (2013),181132,"里程: 181,132KM, 評價: A, 來源: PDF"
A4 AVANT 1.8T (2014),241715,"里程: 241,715KM, 評價: A, 來源: PDF"
A4 A4 TFSI (2014),207413,"里程: 207,413KM, 評價: C, 來源: PDF"
A4 A4 TFSI (2015),190000,"里程: 65,853KM, 評價: A, 來源: PDF"
A4 A4 TFSI (2016),443000,"里程: 118,434KM, 評價: A, 來源: PDF"
A4 A4 TFSI (2020),760000,"里程: 69,894KM, 評價: A, 來源: PDF"
A5 A5 (2008),91000,"里程: 71,722KM, 評價: B, 來源: PDF"
A5 2.OT QUATTRO (2010),91000,"里程: 62,141KM, 評價: B, 來源: PDF"
A5 A5 TFSI (2017),456000,"里程: 161,039KM, 評價: C, 來源: PDF"
A6 . OT (2012),150957,"里程: 150,957KM, 評價: A, 來源: PDF"
. OT QUATTRO (2012),182321,"里程: 182,321KM, 評價: B, 來源: PDF"
A6 . OT (2014),173000,"里程: 126,112KM, 評價: A, 來源: PDF"
A6 A6 TFSI (2015),255000,"里程: 73,191KM, 評價: C, 來源: PDF"
A6 A635TFSI (2016),232000,"里程: 182,006KM, 評價: A, 來源: PDF"
A6 A6 TFSI (2021),1051000,"里程: 26,906KM, 評價: A, 來源: PDF"
A6 A6 TFSI (2024),1270000,"里程: 11,628KM, 評價: B+, 來源: PDF"
A7 2.8 QUATTRO (2012),158976,"里程: 158,976KM, 評價: B+, 來源: PDF"
A8 TDI QUATTRO (2015),241360,"里程: 241,360KM, 評價: B, 來源: PDF"
A8 TDI QUATTRO (2019),670000,"里程: 105,638KM, 評價: C, 來源: PDF"
E-TRON E-TRON QUATTRO (2022),1200000,"里程: 32,188KM, 評價: A, 來源: PDF"
Q2 Q2 TFSI (2017),230000,"里程: 109,841KM, 評價: A, 來源: PDF"
Q2 Q2 TFSI (2019),441000,"里程: 26,550KM, 評價: A, 來源: PDF"
E-TRON Q4 E-TRON (2024),1250000,"里程: 4,573KM, 評價: B+, 來源: PDF"
Q5 2.0T QUATTRO (2011),238579,"里程: 238,579KM, 評價: A, 來源: PDF"
Q5 TDI QUATTRO (2014),284625,"里程: 284,625KM, 評價: B, 來源: PDF"
SB TFSI Q (2024),1627000,"里程: 5,013KM, 評價: A+, 來源: PDF"
. TDI QUATTRO (2007),240192,"里程: 240,192KM, 評價: A, 來源: PDF"
Q7 Q745TDLQUATTRO (2015),626000,"里程: 68,097KM, 評價: A, 來源: PDF"
Q7 TDI QUATTRO (2020),1069000,"里程: 101,142KM, 評價: A, 來源: PDF"
TT TFSI QUATTRO (2016),579000,"里程: 137,108KM, 評價: B, 來源: PDF"
A180 A180 (2013),207386,"里程: 207,386KM, 評價: A, 來源: PDF"
A180 A180 (2013),184000,"里程: 117,586KM, 評價: A, 來源: PDF"
A180 A180 (2014),293000,"里程: 106,067KM, 評價: B+, 來源: PDF"
A180 A180 (2014),249906,"里程: 249,906KM, 評價: , 來源: PDF"
A180 A180 (2015),398000,"里程: 89,689KM, 評價: B, 來源: PDF"
A180 A180 (2016),476000,"里程: 44,389KM, 評價: A, 來源: PDF"
A180 A180 (2016),568000,"里程: 62,945KM, 評價: A, 來源: PDF"
A180 A180 (2017),324000,"里程: 197,166KM, 評價: B+, 來源: PDF"
A180 A180 (2017),410000,"里程: 83,947KM, 評價: B+, 來源: PDF"
A180 A180 (2017),493000,"里程: 63,222KM, 評價: B, 來源: PDF"
A180 A180 (2018),649000,"里程: 28,174KM, 評價: A, 來源: PDF"
A180 A180 (2020),805000,"里程: 33,399KM, 評價: B, 來源: PDF"
A180 A180 (2021),853000,"里程: 75,087KM, 評價: B, 來源: PDF"
A180 A180 (2022),950000,"里程: 12,879KM, 評價: B+, 來源: PDF"
A180 A180 (2022),1050000,"里程: 35,637KM, 評價: A, 來源: PDF"
A200 A200 CDI (2014),210000,"里程: 198,873KM, 評價: B+, 來源: PDF"
A200 A200 (2019),780000,"里程: 38,416KM, 評價: A, 來源: PDF"
A250 A250 (2013),280000,"里程: 121,968KM, 評價: B, 來源: PDF"
A250 A250 (2016),530000,"里程: 78,198KM, 評價: B, 來源: PDF"
A250 A250 (2017),545000,"里程: 103,475KM, 評價: A, 來源: PDF"
A250 A 4MATIC (2019),820000,"里程: 66,706KM, 評價: A, 來源: PDF"
AMG AMG A35 (2020),820000,"里程: 167,170KM, 評價: B, 來源: PDF"
B180 B180 (2012),165000,"里程: Unknown, 評價: , 來源: PDF"
B180 B180 (2012),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
B180 B180 (2014),138454,"里程: 138,454KM, 評價: A, 來源: PDF"
B180 B180 (2015),257000,"里程: 126,815KM, 評價: A, 來源: PDF"
B180 B180 (2016),298000,"里程: 83,800KM, 評價: B, 來源: PDF"
B180 B180 (2019),636000,"里程: 71,386KM, 評價: A, 來源: PDF"
B200 B200 (2012),115000,"里程: 111,833KM, 評價: B, 來源: PDF"
B200 B200 (2013),166000,"里程: 135,379KM, 評價: A, 來源: PDF"
B200 B200 CDI (2014),175466,"里程: 175,466KM, 評價: A, 來源: PDF"
B200 B200 (2022),824000,"里程: 78,023KM, 評價: A, 來源: PDF"
C180 C180 (2011),125000,"里程: 96,189KM, 評價: A, 來源: PDF"
C180 C180 (2012),300647,"里程: 300,647KM, 評價: B, 來源: PDF"
C180 C180 (2013),166832,"里程: 166,832KM, 評價: A, 來源: PDF"
C180 C180 (2018),516000,"里程: 81,492KM, 評價: A, 來源: PDF"
C180 C180 (2020),690000,"里程: 117,865KM, 評價: B+, 來源: PDF"
C180 C180 (2022),1205000,"里程: 67,377KM, 評價: A, 來源: PDF"
C180 C180 (2023),1313000,"里程: 29,360KM, 評價: A, 來源: PDF"
C200 C200 (2012),145000,"里程: 118,023KM, 評價: A, 來源: PDF"
C200 C200 (2013),346457,"里程: 346,457KM, 評價: C, 來源: PDF"
C200 C200 (2015),278497,"里程: 278,497KM, 評價: C, 來源: PDF"
C200 C200 (2016),360000,"里程: 168,036KM, 評價: B, 來源: PDF"
C200 C200 (2017),617000,"里程: 102,900KM, 評價: B+, 來源: PDF"
C200 C200 (2017),491000,"里程: 102,731KM, 評價: A, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
C200 C200 (2017),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
C200 C200 (2018),649000,"里程: 43,533KM, 評價: B, 來源: PDF"
C200 C200 (2021),1111000,"里程: 91,378KM, 評價: A, 來源: PDF"
C200 C200 (2022),1102000,"里程: 124,909KM, 評價: A, 來源: PDF"
C200D C200D (2017),380000,"里程: 263,564KM, 評價: B, 來源: PDF"
C220 C220 CDI (2012),260590,"里程: 260,590KM, 評價: C, 來源: PDF"
C250 C250 (2012),140168,"里程: 140,168KM, 評價: A, 來源: PDF"
C250 C250 (2012),238493,"里程: 238,493KM, 評價: N, 來源: PDF"
C250 C250 (2012),121113,"里程: Unknown, 評價: A, 來源: PDF"
C250 C250 (2012),176000,"里程: 166,575KM, 評價: B+, 來源: PDF"
C250 C250 (2012),147982,"里程: 147,982KM, 評價: N, 來源: PDF"
C250 C250 (2013),220729,"里程: 220,729KM, 評價: C, 來源: PDF"
C250 C250 (2013),234296,"里程: 234,296KM, 評價: A, 來源: PDF"
C250 C250 (2013),132000,"里程: 108,961KM, 評價: A, 來源: PDF"
C250 C250 (2016),650000,"里程: 103,501KM, 評價: A, 來源: PDF"
C250 C250 (2016),480000,"里程: 233,652KM, 評價: A, 來源: PDF"
C250 C250 (2017),683000,"里程: 100,231KM, 評價: B, 來源: PDF"
C300 C300 (2010),115146,"里程: 115,146KM, 評價: A, 來源: PDF"
C300 C300 (2015),581000,"里程: 203,387KM, 評價: A, 來源: PDF"
C300 C300 4MATIC (2015),566000,"里程: 30,519KM, 評價: A, 來源: PDF"
C300 C300 (2015),383000,"里程: 125,182KM, 評價: A, 來源: PDF"
C300 C300 4MATIC (2015),618000,"里程: 119,253KM, 評價: A, 來源: PDF"
C300 C300 (2015),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
C300 C (2015),501000,"里程: 154,556KM, 評價: C, 來源: PDF"
C300 C300 (2015),524000,"里程: 119,245KM, 評價: B+, 來源: PDF"
C300 C300 (2015),502000,"里程: 207,146KM, 評價: B, 來源: PDF"
C300 C300 (2015),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
C300 C300 4MATIC (2015),432000,"里程: 204,754KM, 評價: B, 來源: PDF"
C300 C300 4MATIC (2016),440000,"里程: 172,104KM, 評價: C, 來源: PDF"
C300 C300 4MATIC (2016),458000,"里程: 142,087KM, 評價: A, 來源: PDF"
C300 C300 4MATIC (2016),696000,"里程: 102,474KM, 評價: B, 來源: PDF"
C300 C300 (2016),712000,"里程: 87,767KM, 評價: A, 來源: PDF"
C300 C300 4MATIC (2016),640000,"里程: 95,431KM, 評價: A, 來源: PDF"
C300 C300 (2016),386000,"里程: 161,381KM, 評價: A, 來源: PDF"
C300 C300 4MATIC (2016),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
C300 C300 (2017),540000,"里程: 223,259KM, 評價: A, 來源: PDF"
C300 C300 4MATIC (2017),701000,"里程: 126,887KM, 評價: A, 來源: PDF"
C300 C300 (2018),640000,"里程: 166,441KM, 評價: A, 來源: PDF"
C300 C300 (2018),853000,"里程: 85,757KM, 評價: A, 來源: PDF"
C300 C300 4MATIC (2020),1050000,"里程: 79,246KM, 評價: A+, 來源: PDF"
C300 (2023),1621000,"里程: 35,973KM, 評價: A, 來源: PDF"
AMG C43 4MATIC (2016),721000,"里程: 154,349KM, 評價: B+, 來源: PDF"
AMG AMG C63S (2016),1157000,"里程: 112,517KM, 評價: A, 來源: PDF"
CLA200 CLA200 (2015),388000,"里程: 188,675KM, 評價: B+, 來源: PDF"
CLA200 CLA200 (2015),300000,"里程: 188,675KM, 評價: B+, 來源: PDF"
CLA200 CLA200 (2015),326000,"里程: 180,293KM, 評價: A, 來源: PDF"
CLA200 CLA200 (2015),354000,"里程: 46,743KM, 評價: B, 來源: PDF"
CLA200 CLA200 (2017),385000,"里程: 95,068KM, 評價: B, 來源: PDF"
CLA200 CLA200 (2019),608000,"里程: 107,183KM, 評價: B+, 來源: PDF"
CLA200 CLA200 (2020),1217000,"里程: 46,089KM, 評價: A, 來源: PDF"
CLA250 CLA (2014),464000,"里程: 126,023KM, 評價: B+, 來源: PDF"
CLA250 CLA250 (2014),496000,"里程: 117,314KM, 評價: A, 來源: PDF"
CLA250 CLA250 (2014),361000,"里程: 127,916KM, 評價: B, 來源: PDF"
CLA250 CLA 4MATIC (2014),495000,"里程: 110,626KM, 評價: A, 來源: PDF"
CLA250 CLA250 (2015),370000,"里程: 173,790KM, 評價: B, 來源: PDF"
CLA250 CLA250 (2015),514000,"里程: 65,424KM, 評價: B, 來源: PDF"
CLA250 CLA250 (2015),501000,"里程: 76,838KM, 評價: B+, 來源: PDF"
CLA250 CLA250 (2016),510000,"里程: 80,469KM, 評價: B, 來源: PDF"
CLA250 CLA (2016),484000,"里程: 189,360KM, 評價: B, 來源: PDF"
CLA250 CLA 4MATIC (2017),555000,"里程: 182,410KM, 評價: A, 來源: PDF"
CLA250 CLA (2019),949000,"里程: 128,232KM, 評價: , 來源: PDF"
CLA250 (2021),1430000,"里程: 46,185KM, 評價: A, 來源: PDF"
CLA250 (2022),1310000,"里程: 39,027KM, 評價: A, 來源: PDF"
CLA45 AMG 4MATIC (2014),9999999,"里程: 9,999,999KM, 評價: B, 來源: PDF"
S AMG 4MATIC+ (2020),1401000,"里程: 83,981KM, 評價: A, 來源: PDF"
CLE200 CLE200 (2025),2190000,"里程: 4,432KM, 評價: A+, 來源: PDF"
CLS350 CLS350 (2008),103298,"里程: 103,298KM, 評價: A, 來源: PDF"
CLS350 CLS (2011),190000,"里程: 182,404KM, 評價: C, 來源: PDF"
CLS400 CLS400 (2016),730000,"里程: 65,481KM, 評價: B, 來源: PDF"
CLS53 AMG (2019),1395000,"里程: 93,274KM, 評價: B, 來源: PDF"
E200 E200CGI (2010),170000,"里程: 124,095KM, 評價: A, 來源: PDF"
E200 E200 CGI (2010),250016,"里程: 250,016KM, 評價: A, 來源: PDF"
E200 E200 (2013),250866,"里程: 250,866KM, 評價: B+, 來源: PDF"
E200 E200 (2014),192129,"里程: 192,129KM, 評價: B+, 來源: PDF"
E200 E200 (2014),270000,"里程: 218,389KM, 評價: A, 來源: PDF"
E200 E200 (2015),340000,"里程: 167,469KM, 評價: A, 來源: PDF"
